plate,brand,model,teamName,technicianName,priority,status,category,description,symptoms,locationLabel,latitude,longitude,cost,reportedAt,assignedAt,startedAt,completedAt,dueDate
นว-1535,Isuzu,MU-X,ทีม E (ภาคอีสาน),ช่างวิชัย,low,completed,แอร์,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,มอเตอร์เวย์ ขาออก กม. 45,13.511349,100.988500,4395,2026-01-23T05:58:41.789Z,2026-01-23T08:30:48.175Z,2026-01-23T13:28:52.950Z,2026-01-25T12:05:45.875Z,2026-01-29T08:44:12.076Z
กท-3625,Isuzu,MU-X,ทีม D (ภาคใต้),ช่างศักดิ์ชัย,normal,completed,ช่วงล่าง,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,ตึกสำนักงานใหญ่ สุขุมวิท,13.726160,100.567018,6430,2026-02-27T06:49:58.238Z,2026-02-27T08:13:36.721Z,2026-02-27T13:06:18.873Z,2026-02-28T16:18:51.726Z,2026-03-04T19:11:20.242Z
ชร-4095,Nissan,Navara,ทีม E (ภาคอีสาน),ช่างสมชาย,normal,completed,ช่วงล่าง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,ถนนมิตรภาพ โคราช,15.001996,102.078902,3704,2026-06-04T13:02:38.012Z,2026-06-04T15:12:25.537Z,2026-06-04T19:10:13.030Z,2026-06-06T19:07:57.704Z,2026-06-09T09:44:48.577Z
ชร-1456,Mitsubishi,Triton,ทีม D (ภาคใต้),ช่างมานะ,normal,completed,ตัวถัง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,มอเตอร์เวย์ ขาออก กม. 45,13.512222,101.017552,8320,2025-12-27T15:46:53.570Z,2025-12-27T19:03:56.076Z,2025-12-28T01:28:09.355Z,2025-12-29T17:04:07.757Z,2026-01-01T03:42:15.073Z
ขก-7487,Nissan,Navara,ทีม D (ภาคใต้),ช่างสุชาติ,normal,completed,ระบบไฟฟ้า,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,มอเตอร์เวย์ ขาออก กม. 45,13.510531,101.006688,4695,2026-05-01T19:16:35.851Z,2026-05-01T21:43:42.730Z,2026-05-02T05:04:24.943Z,2026-05-05T18:22:25.257Z,2026-05-05T10:45:36.826Z
สข-9543,Toyota,Fortuner,ทีม B (ภาคเหนือ),ช่างเอก,urgent,waiting_parts,ช่วงล่าง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,นิคมอุตสาหกรรมบางปู,13.519299,100.664574,0,2026-05-30T12:45:25.214Z,2026-05-30T16:28:18.847Z,2026-05-30T20:29:06.862Z,,2026-06-03T15:35:04.937Z
ชร-6055,Nissan,Urvan,ทีม D (ภาคใต้),ช่างวิชัย,high,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,ลานจอดรถ บิ๊กซี พระราม 4,13.705910,100.561974,5280,2026-04-20T06:19:27.629Z,2026-04-20T10:18:39.680Z,2026-04-20T12:23:18.988Z,2026-04-21T13:44:16.456Z,2026-04-24T05:12:50.425Z
กท-4052,Nissan,Navara,ทีม C (ภาคตะวันออก),ช่างกิตติ,urgent,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,สนามบินสุวรรณภูมิ,13.714430,100.741934,2561,2026-04-27T12:13:28.684Z,2026-04-27T15:05:56.577Z,2026-04-27T17:44:18.927Z,2026-04-29T12:57:35.099Z,2026-05-03T10:12:55.428Z
นว-2522,Isuzu,Elf,ทีม C (ภาคตะวันออก),ช่างสมชาย,normal,waiting_parts,ตัวถัง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.915990,99.260063,0,2026-01-22T00:59:40.400Z,2026-01-22T02:17:16.959Z,2026-01-22T04:22:50.981Z,,2026-01-26T20:35:23.614Z
ชร-5457,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างวิชัย,high,reported,เครื่องยนต์,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,จุดพักรถ ปตท. อยุธยา,14.262691,100.600699,0,2026-02-09T22:59:22.071Z,,,,2026-02-14T23:37:34.663Z
นว-8323,Mitsubishi,Triton,ทีม C (ภาคตะวันออก),ช่างกิตติ,normal,in_progress,ช่วงล่าง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,สนามบินสุวรรณภูมิ,13.688068,100.770643,0,2026-05-27T03:02:22.598Z,2026-05-27T04:21:59.134Z,2026-05-27T11:36:21.472Z,,2026-05-30T19:33:47.385Z
ชบ-2822,Toyota,Commuter,ทีม B (ภาคเหนือ),ช่างเอก,low,in_progress,ช่วงล่าง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,สี่แยกปฐมพร ชุมพร,10.491921,99.183271,0,2026-04-03T17:07:37.573Z,2026-04-03T18:38:10.424Z,2026-04-04T02:32:39.994Z,,2026-04-06T18:02:08.271Z
ชร-8183,Nissan,Navara,ทีม E (ภาคอีสาน),ช่างนพดล,normal,reported,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,ลานจอดรถ บิ๊กซี พระราม 4,13.711936,100.561413,0,2026-05-23T17:43:46.614Z,,,,2026-05-27T10:01:45.502Z
ขก-3100,Isuzu,Elf,ทีม C (ภาคตะวันออก),ช่างกิตติ,high,completed,แอร์,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,สี่แยกปฐมพร ชุมพร,10.509009,99.202027,6347,2026-04-13T08:13:33.726Z,2026-04-13T09:29:58.477Z,2026-04-13T13:10:50.254Z,2026-04-14T02:45:17.083Z,2026-04-17T13:57:45.390Z
ชร-2373,Toyota,Fortuner,ทีม C (ภาคตะวันออก),ช่างสมชาย,urgent,completed,ระบบไฟฟ้า,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,สี่แยกปฐมพร ชุมพร,10.484084,99.202439,5438,2026-03-17T02:03:21.364Z,2026-03-17T04:22:12.573Z,2026-03-17T07:02:02.252Z,2026-03-23T12:15:43.680Z,2026-03-23T05:58:51.614Z
สข-6821,Nissan,Urvan,ทีม B (ภาคเหนือ),ช่างสุชาติ,normal,completed,ตัวถัง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,จุดพักรถ ปตท. อยุธยา,14.247508,100.624999,5542,2026-03-25T01:26:20.699Z,2026-03-25T03:50:36.416Z,2026-03-25T11:29:07.952Z,2026-03-26T11:41:44.841Z,2026-03-28T13:21:09.345Z
ชบ-1228,Mitsubishi,Pajero Sport,ทีม C (ภาคตะวันออก),ช่างศักดิ์ชัย,normal,completed,ระบบไฟฟ้า,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมแหลมฉบัง,13.080082,100.911414,3334,2026-05-22T00:04:31.273Z,2026-05-22T02:47:00.172Z,2026-05-22T09:30:42.214Z,2026-05-24T00:00:51.071Z,2026-05-28T08:34:40.589Z
นว-4898,Mitsubishi,Pajero Sport,ทีม C (ภาคตะวันออก),ช่างวิชัย,high,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,ถนนมิตรภาพ โคราช,14.986932,102.075680,4032,2025-12-14T01:18:36.229Z,2025-12-14T03:33:45.926Z,2025-12-14T11:14:31.242Z,2025-12-15T17:04:56.796Z,2025-12-19T14:02:20.336Z
ชบ-3812,Mitsubishi,Pajero Sport,ทีม E (ภาคอีสาน),ช่างมานะ,urgent,completed,เบรก,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,นิคมอุตสาหกรรมแหลมฉบัง,13.088921,100.912089,6153,2026-05-24T07:49:52.216Z,2026-05-24T11:28:35.310Z,2026-05-24T18:24:01.800Z,2026-05-26T02:41:13.687Z,2026-05-27T17:29:47.318Z
ขก-9540,Ford,Ranger,ทีม D (ภาคใต้),ช่างกิตติ,normal,in_progress,ตัวถัง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ลานจอดรถ บิ๊กซี พระราม 4,13.713862,100.572871,0,2026-03-25T01:26:58.054Z,2026-03-25T03:48:35.425Z,2026-03-25T07:43:45.405Z,,2026-03-28T08:15:07.584Z
สข-7967,Mitsubishi,Triton,ทีม D (ภาคใต้),ช่างวิชัย,normal,waiting_parts,เครื่องยนต์,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,มอเตอร์เวย์ ขาออก กม. 45,13.497187,100.985420,0,2026-05-08T11:29:14.172Z,2026-05-08T13:39:43.400Z,2026-05-08T16:48:24.893Z,,2026-05-13T03:00:28.889Z
สข-2038,Nissan,Urvan,ทีม A (กรุงเทพฯ),ช่างมานะ,urgent,completed,เบรก,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.909259,99.278341,5384,2026-01-16T12:45:07.516Z,2026-01-16T15:53:04.193Z,2026-01-16T23:12:35.401Z,2026-01-18T02:22:14.416Z,2026-01-20T16:23:33.931Z
นว-7743,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างมานะ,high,completed,เครื่องยนต์,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,มอเตอร์เวย์ ขาออก กม. 45,13.498160,101.002107,7442,2025-12-20T14:38:01.365Z,2025-12-20T15:51:51.954Z,2025-12-20T21:12:59.358Z,2025-12-22T18:31:29.843Z,2025-12-27T02:26:26.404Z
สข-9338,Ford,Everest,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,low,in_progress,เบรก,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,สี่แยกปฐมพร ชุมพร,10.476291,99.174329,0,2026-01-09T16:23:31.072Z,2026-01-09T18:13:05.170Z,2026-01-09T21:38:34.308Z,,2026-01-15T16:52:28.794Z
กท-8408,Nissan,Navara,ทีม E (ภาคอีสาน),ช่างเอก,high,completed,ตัวถัง,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,มอเตอร์เวย์ ขาออก กม. 45,13.497387,100.978044,4073,2026-02-15T11:55:17.310Z,2026-02-15T14:30:44.479Z,2026-02-15T19:14:34.961Z,2026-02-16T12:12:30.876Z,2026-02-19T03:50:44.029Z
ชร-3486,Mitsubishi,Triton,ทีม A (กรุงเทพฯ),ช่างสมชาย,high,completed,ระบบไฟฟ้า,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,ลานจอดรถ บิ๊กซี พระราม 4,13.728396,100.547762,2005,2026-03-27T17:21:27.793Z,2026-03-27T19:44:46.039Z,2026-03-28T02:10:37.394Z,2026-03-29T21:18:38.098Z,2026-04-03T16:11:30.383Z
นว-3266,Mitsubishi,Pajero Sport,ทีม C (ภาคตะวันออก),ช่างสมชาย,low,completed,แอร์,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.918659,99.235894,7436,2026-01-22T04:40:04.544Z,2026-01-22T07:57:20.034Z,2026-01-22T11:19:29.113Z,2026-01-23T11:09:20.309Z,2026-01-26T08:45:51.889Z
กท-9932,Toyota,Fortuner,ทีม A (กรุงเทพฯ),ช่างสมชาย,low,completed,ช่วงล่าง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ตึกสำนักงานใหญ่ สุขุมวิท,13.739462,100.555678,5241,2026-01-08T00:23:27.379Z,2026-01-08T02:26:49.555Z,2026-01-08T10:04:14.660Z,2026-01-09T02:59:23.577Z,2026-01-14T21:30:33.848Z
นว-9875,Toyota,Hilux Revo,ทีม E (ภาคอีสาน),ช่างนพดล,urgent,completed,เบรก,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,มอเตอร์เวย์ ขาออก กม. 45,13.513987,100.996939,4114,2026-03-07T00:19:25.464Z,2026-03-07T03:16:54.590Z,2026-03-07T05:31:59.007Z,2026-03-08T19:13:54.481Z,2026-03-11T11:03:20.645Z
ชบ-1308,Toyota,Hilux Revo,ทีม E (ภาคอีสาน),ช่างเอก,urgent,completed,ตัวถัง,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,นิคมอุตสาหกรรมแหลมฉบัง,13.059349,100.931081,6571,2026-05-04T18:10:47.175Z,2026-05-04T19:57:26.477Z,2026-05-05T02:05:12.886Z,2026-05-06T19:29:51.271Z,2026-05-08T17:45:29.116Z
นว-7212,Toyota,Fortuner,ทีม E (ภาคอีสาน),ช่างสมชาย,low,completed,ช่วงล่าง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,สี่แยกปฐมพร ชุมพร,10.468793,99.174834,6726,2026-01-26T03:44:29.396Z,2026-01-26T06:38:12.346Z,2026-01-26T09:08:00.151Z,2026-01-27T05:21:30.176Z,2026-01-30T08:25:40.617Z
กท-3563,Ford,Ranger,ทีม C (ภาคตะวันออก),ช่างวิชัย,normal,completed,แอร์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ถนนมิตรภาพ โคราช,15.002789,102.120819,7777,2026-03-03T05:08:02.287Z,2026-03-03T08:51:43.113Z,2026-03-03T16:34:18.404Z,2026-03-04T18:28:15.819Z,2026-03-07T14:04:04.020Z
นว-3428,Ford,Everest,ทีม C (ภาคตะวันออก),ช่างนพดล,high,completed,แอร์,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,จุดพักรถ ปตท. อยุธยา,14.249414,100.600718,5961,2026-03-29T13:16:59.250Z,2026-03-29T14:49:32.929Z,2026-03-29T18:09:57.556Z,2026-03-31T11:04:47.608Z,2026-04-03T06:30:15.831Z
สข-9460,Toyota,Commuter,ทีม D (ภาคใต้),ช่างมานะ,normal,completed,แอร์,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.896485,99.263962,4028,2026-03-21T07:20:07.001Z,2026-03-21T09:20:55.281Z,2026-03-21T15:47:08.863Z,2026-03-23T13:14:31.312Z,2026-03-27T23:08:03.073Z
สข-2685,Nissan,Urvan,ทีม C (ภาคตะวันออก),ช่างสุชาติ,low,completed,ระบบไฟฟ้า,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ลานจอดรถ บิ๊กซี พระราม 4,13.738637,100.553941,7385,2025-12-13T03:20:28.806Z,2025-12-13T07:15:45.205Z,2025-12-13T12:10:05.898Z,2025-12-14T19:37:45.503Z,2025-12-19T13:33:18.282Z
สข-8974,Ford,Everest,ทีม E (ภาคอีสาน),ช่างเอก,normal,completed,เบรก,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,นิคมอุตสาหกรรมบางปู,13.520964,100.642543,4724,2026-03-16T08:09:06.741Z,2026-03-16T09:39:11.560Z,2026-03-16T12:10:38.922Z,2026-03-17T04:49:32.612Z,2026-03-22T11:33:21.296Z
สข-7646,Mitsubishi,Triton,ทีม A (กรุงเทพฯ),ช่างกิตติ,high,completed,ระบบไฟฟ้า,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,ถนนมิตรภาพ โคราช,14.958200,102.085895,2525,2025-12-24T03:25:13.816Z,2025-12-24T06:39:50.135Z,2025-12-24T14:21:06.053Z,2025-12-26T05:55:03.822Z,2025-12-28T11:01:09.623Z
ชร-6862,Ford,Ranger,ทีม B (ภาคเหนือ),ช่างเอก,urgent,completed,ช่วงล่าง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมบางปู,13.519363,100.624571,3543,2026-05-17T05:37:24.549Z,2026-05-17T08:12:43.940Z,2026-05-17T12:12:46.034Z,2026-05-18T09:05:49.652Z,2026-05-23T11:20:19.963Z
ชร-5969,Nissan,Urvan,ทีม B (ภาคเหนือ),ช่างศักดิ์ชัย,urgent,completed,แอร์,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,สี่แยกปฐมพร ชุมพร,10.517868,99.172130,4511,2026-05-15T12:24:19.210Z,2026-05-15T13:59:53.952Z,2026-05-15T21:44:05.615Z,2026-05-16T18:35:05.530Z,2026-05-18T15:38:56.152Z
ขก-6927,Mitsubishi,Pajero Sport,ทีม E (ภาคอีสาน),ช่างวิชัย,normal,completed,ระบบไฟฟ้า,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.886565,99.241500,7169,2026-05-06T10:54:01.226Z,2026-05-06T14:35:45.430Z,2026-05-06T18:46:07.313Z,2026-05-08T14:32:09.746Z,2026-05-11T15:50:25.702Z
สข-9989,Toyota,Commuter,ทีม B (ภาคเหนือ),ช่างเอก,high,completed,แอร์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.902745,99.246573,1338,2026-01-28T14:19:25.865Z,2026-01-28T18:11:02.966Z,2026-01-29T00:40:22.364Z,2026-01-29T22:28:00.511Z,2026-02-02T23:30:09.014Z
ชบ-9178,Ford,Everest,ทีม C (ภาคตะวันออก),ช่างมานะ,normal,completed,เบรก,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ลานจอดรถ บิ๊กซี พระราม 4,13.710609,100.572451,8705,2026-01-18T14:18:02.773Z,2026-01-18T16:49:51.434Z,2026-01-18T20:48:37.500Z,2026-01-20T13:10:34.312Z,2026-01-22T16:00:33.573Z
ชบ-5374,Nissan,Navara,ทีม A (กรุงเทพฯ),ช่างนพดล,high,completed,ระบบไฟฟ้า,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมบางปู,13.516037,100.643522,7756,2026-03-15T00:59:12.597Z,2026-03-15T04:05:14.551Z,2026-03-15T10:25:14.379Z,2026-03-17T08:34:03.474Z,2026-03-20T07:37:43.936Z
สข-4030,Isuzu,D-Max,ทีม B (ภาคเหนือ),ช่างนพดล,high,completed,ระบบไฟฟ้า,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมแหลมฉบัง,13.103908,100.892171,7855,2026-01-21T08:42:22.880Z,2026-01-21T10:42:52.738Z,2026-01-21T17:38:28.710Z,2026-01-22T22:28:34.657Z,2026-01-28T07:04:03.259Z
ขก-9260,Ford,Everest,ทีม E (ภาคอีสาน),ช่างสมชาย,urgent,completed,เครื่องยนต์,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,สี่แยกปฐมพร ชุมพร,10.494363,99.201079,3999,2026-03-11T11:35:08.280Z,2026-03-11T15:08:38.986Z,2026-03-11T22:46:00.232Z,2026-03-12T15:15:04.569Z,2026-03-16T10:25:59.137Z
กท-1259,Ford,Ranger,ทีม D (ภาคใต้),ช่างมานะ,normal,completed,ระบบไฟฟ้า,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,นิคมอุตสาหกรรมบางปู,13.547805,100.649098,3573,2026-05-26T14:13:23.767Z,2026-05-26T17:19:45.609Z,2026-05-27T00:26:17.703Z,2026-05-29T00:15:49.379Z,2026-05-31T23:35:44.696Z
นว-5941,Nissan,Navara,ทีม C (ภาคตะวันออก),ช่างมานะ,low,in_progress,ช่วงล่าง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,สี่แยกปฐมพร ชุมพร,10.498559,99.166058,0,2025-12-16T13:13:41.208Z,2025-12-16T14:23:53.996Z,2025-12-16T20:57:31.610Z,,2025-12-20T12:28:08.325Z
กท-7530,Toyota,Fortuner,ทีม C (ภาคตะวันออก),ช่างศักดิ์ชัย,normal,completed,เบรก,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,จุดพักรถ ปตท. อยุธยา,14.258284,100.641114,8084,2026-05-27T19:00:41.859Z,2026-05-27T22:06:23.630Z,2026-05-28T01:01:38.655Z,2026-05-29T06:18:15.223Z,2026-06-02T00:23:41.622Z
ขก-7357,Mitsubishi,Triton,ทีม C (ภาคตะวันออก),ช่างเอก,high,completed,ช่วงล่าง,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ลานจอดรถ บิ๊กซี พระราม 4,13.714920,100.547166,8257,2026-04-19T14:11:25.231Z,2026-04-19T17:59:49.441Z,2026-04-19T23:58:32.233Z,2026-04-20T21:48:33.782Z,2026-04-24T21:34:40.065Z
สข-6754,Mitsubishi,Triton,ทีม E (ภาคอีสาน),ช่างสมชาย,normal,completed,ตัวถัง,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,สนามบินสุวรรณภูมิ,13.708901,100.752273,3634,2026-02-28T00:14:50.419Z,2026-02-28T03:50:49.491Z,2026-02-28T11:09:53.552Z,2026-03-01T06:15:23.736Z,2026-03-06T01:58:15.652Z
นว-9426,Ford,Ranger,ทีม D (ภาคใต้),ช่างนพดล,normal,completed,ช่วงล่าง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,นิคมอุตสาหกรรมแหลมฉบัง,13.086696,100.926256,1364,2026-04-05T07:12:03.625Z,2026-04-05T10:34:33.471Z,2026-04-05T14:40:20.529Z,2026-04-07T10:14:01.093Z,2026-04-09T19:31:49.592Z
นว-1972,Toyota,Fortuner,ทีม C (ภาคตะวันออก),ช่างสุชาติ,normal,completed,ระบบไฟฟ้า,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,ลานจอดรถ บิ๊กซี พระราม 4,13.714440,100.546872,5626,2025-12-26T07:51:12.600Z,2025-12-26T11:32:03.880Z,2025-12-26T17:12:07.132Z,2025-12-27T15:07:03.245Z,2026-01-01T07:44:12.891Z
กท-1922,Isuzu,D-Max,ทีม C (ภาคตะวันออก),ช่างวิชัย,normal,completed,ตัวถัง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ถนนมิตรภาพ โคราช,14.979466,102.111714,6962,2026-01-17T03:49:58.395Z,2026-01-17T07:07:39.405Z,2026-01-17T09:30:52.254Z,2026-01-18T20:19:56.746Z,2026-01-23T14:42:13.762Z
ชร-3993,Nissan,Navara,ทีม C (ภาคตะวันออก),ช่างมานะ,low,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,สี่แยกปฐมพร ชุมพร,10.503624,99.180589,6793,2026-05-20T17:58:23.717Z,2026-05-20T19:58:32.125Z,2026-05-21T01:55:59.031Z,2026-05-22T20:35:01.835Z,2026-05-25T09:40:06.534Z
ชร-5806,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างนพดล,high,in_progress,เบรก,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.910295,99.269652,0,2025-12-24T22:56:12.614Z,2025-12-25T00:36:13.584Z,2025-12-25T05:44:36.656Z,,2025-12-30T07:05:56.800Z
กท-3229,Nissan,Navara,ทีม A (กรุงเทพฯ),ช่างมานะ,normal,completed,ช่วงล่าง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,นิคมอุตสาหกรรมแหลมฉบัง,13.089886,100.936641,1509,2026-01-09T15:22:44.528Z,2026-01-09T18:30:14.510Z,2026-01-10T01:50:13.321Z,2026-01-11T17:12:00.266Z,2026-01-15T05:38:20.320Z
นว-5428,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างศักดิ์ชัย,normal,completed,แอร์,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,ตึกสำนักงานใหญ่ สุขุมวิท,13.718694,100.562472,7526,2026-05-10T05:05:06.511Z,2026-05-10T06:59:43.142Z,2026-05-10T10:39:22.351Z,2026-05-11T07:05:36.303Z,2026-05-16T16:29:36.279Z
กท-1895,Mitsubishi,Pajero Sport,ทีม B (ภาคเหนือ),ช่างมานะ,low,in_progress,ระบบไฟฟ้า,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,จุดพักรถ ปตท. อยุธยา,14.258669,100.600755,0,2026-05-01T21:10:23.407Z,2026-05-01T22:22:47.644Z,2026-05-02T04:47:13.436Z,,2026-05-06T19:29:34.664Z
ขก-7156,Isuzu,MU-X,ทีม E (ภาคอีสาน),ช่างมานะ,normal,in_progress,แอร์,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,ตึกสำนักงานใหญ่ สุขุมวิท,13.744248,100.574791,0,2026-05-05T09:01:27.243Z,2026-05-05T12:41:04.756Z,2026-05-05T18:35:15.106Z,,2026-05-11T06:48:34.239Z
สข-3149,Toyota,Fortuner,ทีม D (ภาคใต้),ช่างสมชาย,low,in_progress,ช่วงล่าง,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,มอเตอร์เวย์ ขาออก กม. 45,13.526556,100.991320,0,2026-01-28T21:43:18.314Z,2026-01-28T23:14:42.308Z,2026-01-29T01:40:10.148Z,,2026-02-01T00:19:17.909Z
ชร-5589,Nissan,Urvan,ทีม D (ภาคใต้),ช่างสมชาย,normal,completed,ช่วงล่าง,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,จุดพักรถ ปตท. อยุธยา,14.241767,100.605324,8435,2026-03-16T07:36:46.201Z,2026-03-16T11:22:33.216Z,2026-03-16T16:10:43.957Z,2026-03-17T22:01:30.028Z,2026-03-23T00:30:53.184Z
สข-8825,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างกิตติ,normal,completed,ช่วงล่าง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,ตึกสำนักงานใหญ่ สุขุมวิท,13.749007,100.562073,8218,2026-04-14T10:17:42.855Z,2026-04-14T12:58:26.164Z,2026-04-14T16:42:51.117Z,2026-04-16T16:19:47.630Z,2026-04-19T01:20:22.186Z
ขก-9610,Isuzu,MU-X,ทีม B (ภาคเหนือ),ช่างมานะ,high,in_progress,ช่วงล่าง,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,สนามบินสุวรรณภูมิ,13.671753,100.750988,0,2025-12-22T12:59:59.577Z,2025-12-22T16:02:44.495Z,2025-12-22T18:53:32.968Z,,2025-12-25T19:58:43.632Z
สข-1840,Mitsubishi,Pajero Sport,ทีม A (กรุงเทพฯ),ช่างนพดล,urgent,completed,ตัวถัง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,จุดพักรถ ปตท. อยุธยา,14.240230,100.635466,3411,2026-05-30T13:08:51.985Z,2026-05-30T16:10:04.450Z,2026-05-30T22:49:23.403Z,2026-06-01T01:42:50.717Z,2026-06-04T16:51:05.299Z
